time (us),flowVelocityX[cm/s],secFlowVelocityX[cm/s]
92384258,-22,-32
92385267,-22,-32
92386269,-22,-32
92387275,-14,-32
92388282,-14,-32
92389303,-14,-32
92390432,-14,-32
92391379,-14,-32
92392387,-14,-32
92393396,-14,-32
92394394,-14,-32
92395435,-14,-32
92396624,-14,-32
92397754,-14,-32
92398746,-50,-32
92399740,-50,-32
92400745,-50,-32
92401744,-50,-32
92402763,-50,-32
92403809,-50,-32
92404763,-50,-32
92405768,-50,-32
92406774,-50,-32
92407782,-50,-32
92408829,-50,-32
92409820,-50,-32
92410806,-50,-32
92411804,-50,-32
92412811,-50,-32
92413818,-50,-32
92414830,-50,-32
92415877,-50,-32
92416932,-50,-32
92417851,-50,-32
92418971,-10,-32
92419962,-10,-32
92420972,-10,-32
92422005,-10,-32
92423069,-10,-32
92424079,-9,-31
92425067,-9,-31
92426076,-9,-31
92427078,-9,-31
92428082,-9,-31
92429137,-24,-31
92430189,-24,-31
92431145,-24,-31
92432146,-24,-31
92433150,-24,-31
92434154,-24,-31
92435162,-24,-31
92436170,-24,-31
92437235,-24,-31
92438179,-24,-31
92439190,-46,-31
92440190,-46,-31
92441194,-46,-31
92442233,-46,-31
92443241,-46,-31
92444278,-46,-31
92445288,-46,-31
92446294,-46,-31
92447299,-46,-31
92448300,-46,-31
92449329,-23,-31
92450330,-23,-31
92451410,-23,-31
92452411,-23,-31
92453413,-23,-31
92454418,-23,-31
92455460,-23,-31
92456506,-23,-31
92457512,-23,-31
92458465,-23,-31
92459478,-23,-42
92460478,-23,-42
92461507,-23,-42
92462544,-23,-42
92463519,-23,-42
92464510,-23,-42
92465517,-23,-42
92466525,-23,-42
92467540,-23,-42
92468542,-23,-42
92469558,-51,-42
92470600,-51,-42
92471565,-51,-42
92472557,-51,-42
92473560,-51,-42
92474567,-51,-42
92475614,-51,-42
92476600,-51,-42
92477637,-51,-42
92478600,-51,-42
92479646,-23,-42
92480654,-23,-42
92481656,-23,-42
92482695,-23,-42
92483780,-23,-42
92484787,-22,-41
92485794,-22,-41
92486795,-22,-41
92487803,-22,-41
92488850,-22,-41
92489870,-28,-41
92490912,-28,-41
92491922,-28,-41
92492915,-28,-41
92493929,-28,-41
92494932,-28,-41
92495964,-28,-41
92496958,-28,-41
92497988,-28,-41
92498953,-28,-41
92499964,-18,-41
92500962,-18,-41
92502004,-18,-41
92502977,-18,-41
92504027,-18,-41
92504976,-18,-41
92505982,-18,-41
92506999,-18,-41
92507997,-18,-41
92509052,-18,-41
92510024,-55,-41
92511001,-55,-41
92512082,-55,-41
92513075,-55,-41
92514075,-55,-41
92515081,-55,-41
92516189,-55,-41
92517245,-55,-41
92518230,-55,-41
92519200,-55,-41
92520337,-22,-41
92521337,-22,-41
92522393,-22,-41
92523370,-22,-41
92524355,-22,-41
92525359,-22,-41
92526465,-22,-41
92527479,-22,-41
92528482,-22,-41
92529497,-22,-41
92530556,-28,-41
92531505,-28,-41
92532513,-28,-41
92533518,-29,-41
92534521,-29,-41
92535558,-29,-41
92536536,-29,-41
92537528,-29,-41
92538569,-29,-41
92539529,-29,-41
92540540,-55,-41
92541543,-55,-41
92542583,-55,-41
92543598,-55,-41
92544648,-55,-41
92545658,-53,-39
92546657,-53,-39
92547659,-53,-39
92548721,-53,-39
92549695,-53,-39
92550720,-23,-39
92551717,-23,-39
92552749,-23,-39
92553747,-23,-39
92554749,-23,-39
92555799,-23,-39
92556816,-23,-39
92557762,-23,-39
92558810,-23,-39
92559771,-23,-39
92560776,-22,-47
92561784,-22,-47
92562794,-22,-47
92563811,-22,-47
92564802,-23,-47
92565806,-23,-47
92566819,-23,-47
92567822,-23,-47
92568864,-23,-47
92569876,-23,-47
92570828,-27,-47
92571835,-27,-47
92572837,-27,-47
92573835,-27,-47
92574838,-27,-47
92575879,-27,-47
92577009,-27,-47
92577991,-27,-47
92579039,-27,-47
92579999,-27,-47
92581042,-53,-47
92582088,-53,-47
92583111,-53,-47
92584205,-53,-47
92585204,-53,-47
92586217,-53,-47
92587225,-53,-47
92588219,-53,-47
92589347,-53,-47
92590302,-53,-47
92591309,-25,-47
92592312,-25,-47
92593322,-25,-47
92594316,-25,-47
92595343,-25,-47
92596326,-25,-47
92597381,-25,-47
92598331,-25,-47
92599371,-25,-47
92600330,-25,-47
92601337,-28,-47
92602394,-28,-47
92603370,-28,-47
92604352,-28,-47
92605354,-28,-47
92606360,-27,-45
92607370,-27,-45
92608370,-27,-45
92609445,-27,-45
92610497,-27,-45
92611452,-22,-45
92612459,-22,-45
92613461,-22,-45
92614463,-22,-45
92615509,-22,-45
92616486,-22,-46
92617474,-22,-46
92618483,-22,-46
92619524,-22,-46
92620489,-22,-46
92621523,-63,-46
92622570,-63,-46
92623574,-63,-46
92624522,-63,-46
92625523,-63,-46
92626530,-63,-46
92627536,-63,-46
92628550,-63,-46
92629549,-63,-46
92630621,-63,-46
92631604,-26,-46
92632617,-26,-46
92633619,-26,-46
92634614,-26,-46
92635659,-26,-46
92636681,-25,-44
92637625,-25,-44
92638628,-25,-44
92639677,-25,-44
92640636,-25,-44
92641715,-32,-44
92642731,-32,-44
92643743,-32,-44
92644731,-32,-44
92645734,-32,-44
92646751,-32,-44
92647752,-32,-44
92648790,-32,-44
92649862,-32,-44
92650904,-32,-44
92651874,-61,-44
92652882,-61,-44
92653990,-61,-44
92654991,-61,-44
92656040,-61,-44
92657055,-61,-44
92658033,-61,-44
92659031,-61,-44
92660082,-61,-44
92661045,-61,-44
92662079,-32,-47
92663061,-32,-47
92664118,-32,-47
92665071,-32,-47
92666075,-32,-47
92667081,-32,-47
92668075,-32,-47
92669127,-32,-47
92670100,-32,-47
92671086,-32,-47
92672089,-28,-47
92673103,-28,-47
92674292,-28,-47
92675317,-28,-47
92676300,-28,-47
92677454,-28,-47
92678493,-28,-47
92679492,-28,-47
92680536,-28,-47
92681506,-28,-47
92682589,-31,-47
92683555,-31,-47
92684557,-31,-47
92685556,-31,-47
92686564,-31,-47
92687568,-31,-47
92688585,-31,-47
92689578,-31,-47
92690623,-31,-47
92691581,-31,-47
92692587,-31,-47
92693590,-31,-47
92694592,-31,-47
92695635,-31,-47
92696618,-31,-47
92697595,-31,-47
92698600,-31,-47
92699600,-31,-47
92700650,-31,-47
92701608,-31,-47
92702637,-27,-47
92703664,-27,-47
92704614,-27,-47
92705615,-27,-47
92706679,-27,-47
92707679,-27,-47
92708718,-27,-48
92709689,-27,-48
92710752,-27,-48
92711733,-27,-48
92712737,-26,-48
92713744,-26,-48
92714751,-26,-48
92715796,-26,-48
92716811,-26,-48
92717753,-26,-48
92718757,-26,-48
92719764,-26,-48
92720811,-26,-48
92721778,-26,-48
92722788,-27,-48
92723835,-27,-48
92724818,-27,-48
92725822,-27,-48
92726834,-27,-48
92727842,-26,-46
92728882,-26,-46
92729899,-26,-46
92730856,-26,-46
92731861,-26,-46
92732866,-65,-46
92733875,-65,-46
92734880,-65,-46
92735914,-65,-46
92736900,-65,-46
92737883,-65,-46
92738898,-65,-46
92739902,-65,-46
92740950,-65,-46
92741930,-65,-46
92743127,-30,-46
92744181,-30,-46
92745134,-30,-46
92746132,-30,-46
92747139,-30,-46
92748134,-30,-46
92749178,-30,-46
92750155,-30,-46
92751154,-30,-46
92752161,-30,-46
92753164,-35,-46
92754171,-35,-46
92755184,-35,-46
92756185,-35,-46
92757225,-35,-46
92758176,-35,-46
92759178,-35,-46
92760184,-35,-46
92761226,-35,-46
92762234,-35,-46
92763220,-31,-67
92764205,-31,-67
92765214,-31,-67
92766217,-31,-67
92767213,-31,-67
92768217,-31,-67
92769247,-31,-67
92770292,-31,-67
92771297,-31,-67
92772303,-31,-67
92773313,-61,-67
92774323,-61,-67
92775359,-61,-67
92776329,-61,-67
92777340,-61,-67
92778329,-61,-67
92779343,-61,-67
92780350,-61,-67
92781399,-61,-67
92782397,-61,-67
92783530,-25,-67
92784533,-25,-67
92785544,-25,-67
92786547,-25,-67
92787540,-25,-67
92788558,-25,-67
92789552,-25,-67
92790605,-25,-67
92791559,-25,-67
92792561,-25,-67
92793564,-22,-67
92794571,-22,-67
92795630,-22,-67
92796603,-22,-67
92797576,-22,-67
92798591,-22,-67
92799586,-22,-67
92800587,-22,-67
92801631,-22,-67
92802626,-22,-67
92803799,-57,-67
92804750,-57,-67
92805758,-57,-67
92806764,-57,-67
92807797,-57,-67
92808839,-57,-67
92809824,-57,-67
92810811,-57,-67
92811906,-57,-67
92812906,-57,-67
92813908,-27,-67
92814915,-27,-67
92816030,-27,-67
92817171,-27,-67
92818125,-27,-67
92819126,-26,-65
92820130,-26,-65
92821139,-26,-65
92822225,-26,-65
92823161,-26,-65
92824149,-26,-65
92825155,-26,-65
92826166,-26,-65
92827159,-26,-65
92828165,-26,-65
92829212,-26,-65
92830225,-26,-65
92831181,-26,-65
92832181,-26,-65
92833187,-26,-65
92834198,-31,-65
92835200,-31,-65
92836340,-31,-65
92837311,-31,-65
92838309,-31,-65
92839317,-31,-65
92840483,-31,-65
92841484,-31,-65
92842589,-31,-65
92843544,-31,-65
92844494,-59,-65
92845505,-59,-65
92846515,-59,-65
92847520,-59,-65
92848586,-59,-65
92849589,-59,-65
92850653,-59,-65
92851640,-59,-65
92852645,-59,-65
92853645,-59,-65
92854651,-30,-85
92855707,-30,-85
92856721,-30,-85
92857663,-30,-85
92858666,-30,-85
92859674,-30,-85
92860676,-30,-85
92861676,-30,-85
92862747,-30,-85
92863839,-30,-85
92864820,-31,-85
92865828,-31,-85
92866838,-31,-85
92867842,-31,-85
92868917,-31,-85
92869925,-31,-85
92870872,-31,-85
92871872,-31,-85
92872880,-31,-85
92873886,-31,-85
92874887,-63,-85
92875928,-63,-85
92876922,-63,-85
92877904,-63,-85
92878909,-63,-85
92879908,-63,-85
92880984,-63,-85
92882010,-63,-85
92883076,-63,-85
92883999,-63,-85
92884998,-31,-85
92886007,-31,-85
92887014,-31,-85
92888012,-31,-85
92889057,-31,-85
92890074,-31,-85
92891028,-31,-85
92892029,-31,-85
92893036,-31,-85
92894038,-31,-85
92895043,-35,-85
92896058,-35,-85
92897077,-35,-85
92898057,-35,-85
92899061,-35,-85
92900069,-35,-85
92901115,-35,-85
92902161,-35,-85
92903219,-35,-85
92904134,-35,-85
92905148,-31,-85
92906147,-31,-85
92907157,-31,-85
92908159,-31,-85
92909247,-31,-85
92910385,-31,-85
92911371,-31,-85
92912375,-31,-85
92913383,-31,-85
92914383,-31,-85
92915522,-31,-85
92916534,-57,-85
92917490,-57,-85
92918489,-57,-85
92919494,-57,-85
92920502,-57,-85
92921502,-57,-85
92922543,-57,-85
92923570,-57,-85
92924514,-57,-85
92925514,-57,-85
92926522,-31,-85
92927539,-31,-85
92928535,-31,-85
92929533,-31,-85
92930581,-31,-85
92931540,-31,-85
92932545,-31,-85
92933660,-31,-85
92934660,-31,-85
92935713,-31,-85
92936685,-30,-85
92937740,-30,-85
92938731,-30,-85
92939743,-30,-85
92940747,-30,-85
92941805,-30,-85
92942811,-30,-85
92943898,-30,-85
92944813,-30,-85
92945819,-30,-85
92946820,-65,-85
92947831,-65,-85
92948874,-65,-85
92949849,-65,-85
92950832,-65,-85
92951835,-65,-85
92952837,-65,-85
92953839,-65,-85
92954844,-65,-85
92955880,-65,-85
92957050,-65,-85
92958014,-28,-71
92959013,-28,-71
92960018,-28,-71
92961022,-28,-71
92962067,-28,-71
92963075,-28,-71
92964103,-28,-71
92965067,-28,-71
92966078,-28,-71
92967202,-28,-71
92968215,-36,-71
92969252,-36,-71
92970211,-36,-71
92971218,-36,-71
92972224,-36,-71
92973222,-36,-71
92974225,-36,-71
92975264,-36,-71
92976261,-36,-71
92977314,-36,-71
92978283,-36,-71
92979281,-36,-71
92980303,-36,-71
92981304,-36,-71
92982346,-36,-71
92983323,-36,-71
92984360,-36,-71
92985319,-36,-71
92986325,-36,-71
92987325,-36,-71
92988336,-74,-71
92989355,-74,-71
92990383,-74,-71
92991339,-74,-71
92992343,-74,-71
92993344,-74,-71
92994353,-74,-71
92995396,-74,-71
92996394,-74,-71
92997376,-74,-71
92998396,-36,-71
92999406,-36,-71
93000411,-36,-71
93001416,-36,-71
93002459,-36,-71
93003647,-36,-71
93004645,-36,-71
93005613,-36,-71
93006613,-36,-71
93007614,-36,-71
93008749,-35,-71
93009767,-35,-71
93010757,-35,-71
93011749,-35,-71
93012947,-35,-71
93013949,-35,-71
93014950,-35,-71
93015980,-35,-71
93017009,-35,-71
93017959,-35,-71
93018974,-70,-71
93019964,-70,-71
93020970,-70,-71
93021995,-70,-71
93022981,-70,-71
93024003,-70,-71
93025028,-70,-71
93025999,-70,-71
93026995,-70,-71
93027993,-70,-71
93029061,-36,-71
93030051,-36,-71
93031003,-36,-71
93032007,-36,-71
93033044,-36,-71
93034053,-36,-71
93035058,-36,-71
93036070,-36,-71
93037131,-36,-71
93038121,-36,-71
93039131,-36,-71
93040119,-36,-71
93041120,-36,-71
93042167,-36,-71
93043185,-36,-71
93044141,-36,-71
93045299,-36,-71
93046362,-36,-71
93047354,-36,-71
93048360,-36,-71
93049399,-17,-71
93050538,-17,-71
93051528,-17,-71
93052529,-17,-71
93053531,-17,-71
93054535,-17,-71
93055588,-17,-71
93056597,-17,-71
93057551,-17,-71
93058559,-17,-71
93059571,-36,-71
93060568,-36,-71
93061572,-36,-71
93062600,-36,-71
93063591,-37,-74
93064580,-37,-74
93065641,-37,-74
93066590,-37,-74
93067604,-37,-74
93068625,-37,-74
93069647,-77,-68
93070619,-77,-68
93071785,-77,-68
93072784,-77,-68
93073787,-77,-68
93074795,-77,-68
93075875,-77,-68
93076884,-77,-68
93077837,-77,-68
93078841,-77,-68
93079857,-37,-68
93080856,-37,-68
93081871,-37,-68
93082912,-37,-68
93083874,-37,-68
93084876,-37,-68
93085925,-37,-68
93086886,-37,-68
93087890,-37,-68
93088942,-37,-68
93089969,-37,-68
93090904,-37,-68
93091908,-37,-68
93092914,-37,-68
93093919,-38,-71
93094923,-38,-71
93095963,-38,-71
93096963,-38,-71
93097950,-38,-71
93098950,-38,-71
93099977,-38,-71
93100962,-74,-71
93102005,-74,-71
93102978,-74,-71
93104092,-74,-71
93105050,-74,-71
93106100,-74,-71
93107060,-74,-71
93108172,-74,-71
93109213,-74,-71
93110205,-74,-71
93111182,-35,-71
93112208,-35,-71
93113212,-35,-71
93114221,-34,-71
93115240,-34,-71
93116243,-34,-71
93117285,-34,-71
93118247,-34,-71
93119253,-34,-71
93120270,-34,-71
93121267,-34,-71
93122309,-34,-71
93123288,-34,-71
93124278,-37,-76
93125285,-37,-76
93126324,-37,-76
93127287,-37,-76
93128292,-37,-76
93129327,-37,-76
93130367,-37,-76
93131308,-42,-76
93132360,-42,-76
93133363,-42,-76
93134368,-42,-76
93135414,-42,-76
93136418,-42,-76
93137431,-42,-76
93138414,-42,-76
93139416,-42,-76
93140447,-42,-76
93141447,-89,-76
93142498,-89,-76
93143625,-89,-76
93144660,-89,-76
93145668,-89,-76
93146704,-89,-76
93147668,-89,-76
93148696,-89,-76
93149684,-89,-76
93150712,-89,-76
93151687,-38,-76
93152690,-38,-76
93153692,-38,-76
93154698,-39,-79
93155748,-39,-78
93156755,-39,-78
93157707,-39,-78
93158713,-39,-78
93159715,-39,-78
93160736,-39,-78
93161722,-45,-114
93162733,-45,-114
93163754,-45,-114
93164773,-45,-114
93165772,-45,-114
93166820,-45,-114
93167788,-45,-114
93168826,-45,-114
93169844,-45,-114
93170802,-45,-114
93171804,-87,-114
93172807,-87,-114
93173816,-87,-114
93174819,-87,-114
93175874,-87,-114
93176996,-87,-114
93177982,-87,-114
93178984,-87,-114
93179992,-87,-114
93181002,-87,-114
93182030,-43,-114
93183057,-43,-114
93184010,-43,-114
93185018,-46,-122
93186015,-46,-122
93187067,-46,-122
93188027,-46,-122
93189070,-46,-122
93190117,-46,-122
93191076,-46,-122
93192075,-40,-122
93193076,-40,-122
93194081,-40,-122
93195091,-40,-122
93196098,-40,-122
93197186,-40,-122
93198167,-40,-122
93199174,-40,-122
93200180,-40,-122
93201211,-40,-122
93202254,-42,-122
93203272,-42,-122
93204220,-42,-121
93205228,-42,-121
93206232,-42,-121
93207378,-42,-121
93208347,-42,-121
93209378,-42,-121
93210388,-42,-121
93211380,-42,-121
93212377,-77,-121
93213377,-77,-121
93214382,-77,-121
93215428,-79,-125
93216476,-79,-125
93217427,-79,-125
93218434,-79,-125
93219439,-79,-125
93220445,-79,-125
93221454,-79,-125
93222503,-36,-125
93223474,-36,-125
93224459,-36,-125
93225472,-36,-125
93226474,-36,-125
93227523,-36,-125
93228490,-36,-125
93229567,-36,-125
93230622,-36,-125
93231585,-36,-125
93232590,-35,-125
93233599,-35,-125
93234598,-35,-125
93235648,-35,-125
93236624,-35,-125
93237718,-35,-125
93238704,-35,-125
93239704,-35,-125
93240704,-35,-125
93241716,-35,-125
93242721,-29,-125
93243768,-29,-125
93244728,-29,-125
93245723,-29,-125
93246724,-29,-125
93247768,-29,-125
93248765,-29,-125
93249726,-29,-125
93250753,-29,-125
93251735,-29,-125
93252734,-70,-125
93253735,-70,-125
93254748,-70,-125
93255797,-70,-125
93256808,-70,-125
93257766,-70,-125
93258766,-70,-125
93259772,-70,-125
93260776,-70,-125
93261993,-70,-125
93262971,-31,-85
93263984,-31,-85
93264979,-31,-85
93265976,-31,-85
93266980,-31,-85
93268023,-31,-85
93269021,-31,-85
93270168,-31,-85
93271124,-31,-85
93272129,-31,-85
93273132,-31,-85
93274151,-31,-85
93275162,-31,-85
93276171,-32,-88
93277184,-32,-88
93278173,-32,-88
93279178,-32,-88
93280180,-32,-88
93281180,-32,-88
93282233,-32,-88
93283206,-32,-88
93284189,-67,-88
93285204,-67,-88
93286200,-67,-88
93287198,-67,-88
93288252,-67,-88
93289246,-67,-88
93290270,-67,-88
93291224,-67,-88
93292232,-67,-88
93293247,-67,-88
93294323,-27,-88
93295363,-27,-88
93296338,-27,-88
93297363,-27,-88
93298352,-27,-88
93299356,-27,-88
93300357,-27,-88
93301363,-27,-88
93302418,-27,-88
93303431,-27,-88
93304378,-31,-88
93305380,-31,-88
93306560,-31,-88
93307565,-31,-88
93308644,-31,-88
93309578,-31,-88
93310598,-31,-88
93311584,-31,-88
93312592,-31,-88
93313593,-31,-88
93314597,-27,-88
93315636,-27,-88
93316651,-27,-88
93317606,-27,-88
93318608,-27,-88
93319614,-27,-88
93320617,-27,-88
93321618,-27,-88
93322661,-27,-88
93323658,-27,-88
93324641,-54,-88
93325636,-54,-88
93326652,-54,-88
93327653,-54,-88
93328752,-54,-88
93329797,-54,-88
93330814,-54,-88
93331814,-54,-88
93332828,-54,-88
93333829,-54,-88
93334870,-33,-88
93335916,-33,-88
93336948,-34,-90
93337900,-34,-90
93338903,-34,-90
93339910,-34,-90
93340919,-34,-90
93341938,-34,-90
93342934,-34,-90
93343954,-34,-90
93344938,-29,-90
93345933,-29,-90
93346939,-29,-90
93347940,-29,-90
93349052,-29,-90
93350002,-29,-90
93350964,-29,-90
93351970,-29,-90
93352971,-29,-90
93353973,-29,-90
93354977,-52,-90
93356016,-52,-90
93357005,-52,-90
93357993,-52,-90
93359066,-52,-90
93360071,-52,-90
93361079,-52,-90
93362119,-52,-90
93363220,-52,-90
93364279,-52,-90
93365215,-27,-59
93366214,-27,-59
93367219,-28,-61
93368221,-28,-61
93369308,-28,-61
93370257,-28,-61
93371284,-28,-61
93372287,-28,-61
93373293,-28,-61
93374307,-28,-61
93375311,-28,-61
93376374,-28,-61
93377423,-28,-61
93378369,-28,-61
93379370,-28,-61
93380377,-28,-61
93381387,-28,-61
93382435,-28,-61
93383409,-28,-61
93384413,-28,-61
93385406,-11,-61
93386414,-11,-61
93387417,-11,-61
93388418,-11,-61
93389476,-11,-61
93390477,-11,-61
93391506,-11,-61
93392511,-11,-61
93393523,-11,-61
93394536,-11,-61
93395615,-22,-61
93396596,-22,-61
93397581,-23,-63
93398582,-23,-63
93399682,-23,-63
93400679,-23,-63
93401686,-23,-63
93402696,-23,-63
93403850,-23,-63
93404808,-23,-63
93405799,-37,-63
93406801,-37,-63
93407804,-37,-63
93408843,-37,-63
93409874,-37,-63
93410811,-37,-63
93411817,-37,-63
93412826,-37,-63
93413837,-37,-63
93414842,-37,-63
93415880,-15,-63
93416896,-15,-63
93417848,-15,-63
93418853,-15,-63
93419856,-15,-63
93420863,-15,-63
93421875,-15,-63
93422883,-15,-63
93423987,-15,-63
93424976,-15,-63
93425969,-22,-63
93426972,-22,-63
93428028,-24,-68
93429076,-24,-68
93430132,-24,-68
93431041,-24,-68
93432048,-24,-68
93433050,-24,-68
93434096,-24,-68
93435098,-24,-68
93436133,-41,-68
93437143,-41,-68
93438124,-41,-68
93439125,-41,-68
93440127,-41,-68
93441130,-41,-68
93442167,-41,-68
93443184,-41,-68
93444149,-41,-68
93445140,-41,-68
93446149,-19,-68
93447159,-19,-68
93448158,-19,-68
93449208,-19,-68
93450230,-19,-68
93451171,-19,-68
93452184,-19,-68
93453176,-19,-68
93454192,-19,-68
93455191,-19,-68
93456334,-18,-68
93457384,-18,-68
93458345,-23,-87
93459344,-23,-87
93460419,-23,-87
93461423,-23,-87
93462469,-23,-87
93463425,-23,-87
93464472,-23,-87
93465466,-23,-87
93466477,-23,-31
93467476,-24,-31
93468625,-24,-31
93469779,-24,-31
93470870,-24,-31
93471779,-24,-31
93472779,-24,-31
93473787,-24,-31
93474794,-24,-31
93475844,-24,-31
93476811,-24,-31
93477795,-25,-31
93478801,-25,-31
93479807,-25,-31
93480809,-25,-31
93481810,-25,-31
93482852,-25,-31
93483811,-25,-31
93484824,-25,-31
93485826,-25,-31
93486831,-25,-31
93487834,-16,-31
93488994,-35,-68
93490003,-35,-68
93491002,-35,-68
93491959,-35,-68
93492963,-35,-68
93493970,-35,-68
93494971,-35,-68
93495997,-35,-68
93497100,-35,-68
93498082,-51,-68
93499095,-51,-68
93500100,-51,-68
93501102,-51,-68
93502150,-51,-68
93503156,-51,-68
93504118,-51,-68
93505124,-51,-68
93506117,-51,-68
93507120,-51,-68
93508124,-77,-68
93509180,-77,-68
93510157,-77,-68
93511197,-77,-68
93512150,-77,-68
93513151,-77,-68
93514158,-77,-68
93515162,-77,-68
93516254,-77,-68
93517303,-77,-68
93518254,-38,-68
93519260,-39,-68
93520269,-39,-68
93521344,-39,-68
93522388,-39,-68
93523368,-39,-68
93524364,-39,-68
93525562,-39,-68
93526560,-39,-68
93527559,-39,-68
93528564,-58,-68
93529694,-58,-68
93530745,-58,-68
93531751,-58,-68
93532701,-58,-68
93533709,-58,-68
93534713,-58,-68
93535760,-58,-68
93536743,-58,-68
93537729,-58,-68
93538727,-52,-68
93539735,-52,-68
93540746,-52,-68
93541744,-52,-68
93542761,-52,-68
93543801,-52,-68
93544747,-52,-68
93545758,-52,-68
93546758,-52,-68
93547763,-52,-68
93548814,-80,-68
93549802,-80,-68
93550785,-80,-68
93551841,-80,-68
93552801,-80,-68
93553803,-80,-68
93554888,-80,-68
93555930,-80,-68
93556943,-80,-68
93557903,-80,-68
93558966,-5,-68
93559973,-5,-68
93560980,-5,-68
93562006,-5,-68
93563045,-5,-68
93564220,-5,-68
93565199,-5,-68
93566210,-5,-68
93567212,-5,-68
93568219,-5,-63
93569258,-26,-63
93570285,-26,-63
93571234,-26,-63
93572289,-26,-63
93573246,-26,-63
93574257,-26,-63
93575265,-26,-63
93576275,-26,-63
93577278,-26,-63
93578263,-26,-63
93579263,-69,-63
93580271,-69,-63
93581272,-69,-63
93582315,-69,-63
93583372,-69,-63
93584289,-69,-63
93585283,-69,-63
93586288,-69,-63
93587284,-69,-63
93588404,-69,-63
93589411,-26,-63
93590426,-26,-63
93591419,-26,-63
93592476,-26,-63
93593432,-26,-63
93594439,-26,-63
93595478,-26,-63
93596533,-26,-63
93597614,-26,-63
93598568,-26,-63
93599567,-43,-63
93600568,-43,-63
93601576,-43,-63
93602610,-43,-63
93603618,-43,-63
93604604,-43,-63
93605602,-43,-63
93606614,-43,-63
93607613,-43,-63
93608647,-43,-63
93609724,-43,-63
93610771,-41,-63
93611729,-41,-63
93612772,-41,-63
93613727,-41,-63
93614733,-41,-63
93615784,-41,-63
93616767,-41,-63
93617743,-41,-63
93618754,-41,-63
93619757,-41,-63
93620765,-52,-63
93621773,-52,-63
93622944,-52,-63
93624001,-52,-63
93624947,-52,-63
93625953,-52,-63
93627063,-52,-63
93628058,-52,-63
93629103,-52,-63
93630080,-52,-63
93631091,-47,-63
93632098,-47,-63
93633155,-47,-63
93634116,-47,-63
93635132,-47,-63
93636136,-47,-63
93637191,-47,-63
93638184,-47,-63
93639188,-47,-63
93640189,-47,-63
93641194,-45,-63
93642239,-45,-63
93643220,-45,-63
93644214,-45,-63
93645215,-45,-63
93646229,-45,-63
93647238,-45,-63
93648228,-45,-63
93649281,-45,-63
93650285,-45,-63
93651242,-71,-63
93652244,-71,-63
93653302,-71,-63
93654257,-71,-63
93655435,-71,-63
93656412,-71,-63
93657426,-71,-63
93658408,-71,-63
93659411,-71,-63
93660414,-71,-63
93661523,-71,-63
93662573,-46,-63
93663702,-46,-63
93664651,-46,-63
93665657,-46,-63
93666662,-46,-63
93667674,-46,-63
93668704,-46,-63
93669673,-46,-63
93670695,-46,-67
93671681,-46,-68
93672686,-44,-68
93673751,-44,-68
93674701,-44,-68
93675750,-44,-68
93676764,-44,-68
93677729,-44,-68
93678725,-44,-68
93679735,-44,-68
93680737,-44,-68
93681747,-44,-68
93682791,-21,-68
93683762,-21,-68
93684758,-21,-68
93685765,-21,-68
93686768,-21,-68
93687793,-21,-68
93688830,-21,-68
93689883,-21,-68
93690830,-21,-68
93691838,-21,-68
93692845,-69,-68
93693906,-69,-68
93694856,-69,-68
93695948,-69,-68
93696940,-69,-68
93697931,-69,-68
93698933,-69,-68
93699942,-69,-68
93700937,-69,-68
93701953,-69,-68
93702953,-38,-68
93704014,-38,-68
93704964,-38,-68
93705971,-38,-68
93706979,-38,-68
93707989,-38,-68
93709029,-38,-68
93710017,-38,-68
93711001,-38,-68
93712006,-38,-68
93713014,-44,-68
93714068,-44,-68
93715024,-44,-68
93716045,-44,-68
93717089,-44,-68
93718040,-44,-68
93719042,-44,-68
93720058,-44,-68
93721058,-44,-68
93722103,-44,-68
93723127,-91,-68
93724206,-91,-68
93725209,-91,-68
93726212,-91,-68
93727211,-91,-68
93728231,-91,-68
93729259,-91,-68
93730295,-91,-68
93731243,-91,-68
93732274,-91,-68
93733284,-41,-68
93734330,-41,-68
93735311,-41,-68
93736290,-41,-68
93737305,-41,-68
93738295,-41,-68
93739297,-41,-68
93740313,-41,-68
93741313,-41,-68
93742361,-41,-68
93743381,-39,-68
93744327,-39,-68
93745329,-39,-68
93746336,-39,-68
93747336,-39,-68
93748345,-39,-68
93749364,-39,-68
93750368,-39,-68
93751348,-39,-68
93752463,-39,-68
93753463,-39,-68
93754520,-39,-68
93755508,-39,-68
93756575,-39,-68
93757624,-39,-68
93758666,-39,-68
93759666,-39,-68
93760703,-39,-68
93761700,-39,-68
93762716,-39,-68
93763724,-9,-68
93764832,-9,-68
93765836,-9,-68
93766841,-9,-68
93767842,-9,-68
93768900,-9,-68
93769903,-9,-68
93770860,-9,-68
93771864,-9,-72
93772869,-9,-72
93773877,-69,-72
93774923,-69,-72
93775917,-69,-72
93776899,-69,-72
93777882,-69,-72
93778889,-69,-72
93779892,-69,-72
93780900,-69,-72
93781896,-69,-72
93782950,-69,-72
93783910,-42,-72
93785046,-42,-72
93786050,-42,-72
93787055,-42,-72
93788068,-42,-72
93789148,-42,-72
93790143,-42,-72
93791116,-42,-72
93792117,-42,-72
93793148,-42,-72
93794145,-38,-72
93795202,-38,-72
93796205,-38,-72
93797199,-38,-72
93798203,-38,-72
