time (us),flowVelocityX[cm/s],secFlowVelocityX[cm/s]
63846158,-13,-50
63847168,-13,-50
63848224,-13,-50
63849280,-13,-50
63850185,-13,-50
63851189,-13,-50
63852198,-13,-50
63853200,-13,-50
63854214,-13,-50
63855246,-13,-50
63856235,-48,-50
63857238,-48,-50
63858211,-48,-50
63859219,-48,-50
63860222,-48,-50
63861250,-48,-50
63862370,-48,-50
63863404,-48,-50
63864365,-48,-50
63865370,-48,-50
63866371,-15,-41
63867378,-15,-41
63868432,-15,-41
63869409,-15,-41
63870385,-15,-41
63871390,-15,-41
63872395,-15,-41
63873397,-15,-41
63874404,-15,-41
63875422,-15,-41
63876455,-32,-41
63877460,-32,-41
63878427,-32,-41
63879439,-32,-41
63880437,-32,-41
63881471,-32,-41
63882462,-32,-41
63883450,-32,-41
63884451,-32,-41
63885458,-32,-41
63886461,-50,-41
63887474,-50,-41
63888503,-50,-41
63889558,-50,-41
63890523,-50,-41
63891530,-50,-41
63892531,-50,-41
63893537,-50,-41
63894568,-50,-41
63895550,-50,-41
63896570,-31,-41
63897605,-31,-41
63898561,-31,-41
63899571,-31,-41
63900576,-31,-41
63901623,-31,-41
63902624,-31,-41
63903581,-31,-41
63904588,-31,-41
63905587,-31,-41
63906593,-33,-41
63907598,-33,-41
63908604,-33,-41
63909623,-33,-41
63910613,-33,-41
63911615,-33,-41
63912625,-33,-41
63913625,-33,-41
63914653,-33,-41
63915638,-33,-41
63916680,-15,-41
63917695,-15,-41
63918653,-15,-41
63919667,-15,-41
63920664,-15,-41
63921797,-15,-41
63922781,-15,-41
63923774,-15,-41
63924775,-15,-41
63925778,-15,-41
63926781,-67,-41
63927790,-67,-41
63928787,-67,-41
63929836,-67,-41
63930800,-67,-42
63931803,-67,-42
63932810,-67,-42
63933818,-67,-42
63934867,-67,-42
63935848,-67,-42
63936835,-33,-42
63937892,-33,-42
63938842,-33,-42
63939921,-33,-42
63940917,-33,-42
63941934,-33,-42
63942965,-33,-42
63943932,-33,-42
63944937,-33,-42
63945947,-33,-42
63946941,-33,-42
63947972,-33,-42
63948977,-33,-42
63949967,-33,-42
63950961,-33,-42
63951964,-33,-42
63952969,-33,-42
63953972,-33,-42
63955024,-33,-42
63956012,-33,-42
63956979,-15,-42
63958018,-15,-42
63958981,-15,-42
63959992,-15,-42
63960990,-15,-42
63962037,-15,-42
63963058,-15,-42
63964062,-15,-42
63965069,-15,-42
63966071,-15,-42
63967084,-48,-46
63968121,-48,-46
63969125,-48,-46
63970100,-48,-46
63971090,-48,-46
63972089,-48,-46
63973089,-48,-46
63974091,-48,-46
63975135,-48,-46
63976124,-48,-46
63977109,-28,-46
63978149,-28,-46
63979111,-28,-46
63980125,-28,-46
63981126,-28,-46
63982125,-28,-46
63983158,-28,-46
63984124,-28,-46
63985125,-28,-46
63986361,-28,-46
63987369,-13,-46
63988409,-13,-46
63989384,-13,-46
63990380,-13,-46
63991376,-13,-46
63992381,-13,-46
63993386,-13,-46
63994388,-13,-46
63995442,-13,-46
63996472,-13,-46
63997443,-29,-46
63998505,-29,-46
63999620,-29,-46
64000633,-29,-46
64001674,-29,-46
64002657,-29,-46
64003642,-29,-46
64004648,-29,-46
64005651,-29,-46
64006656,-29,-46
64007667,-64,-46
64008673,-64,-46
64009716,-64,-46
64010682,-64,-46
64011679,-64,-46
64012688,-64,-46
64013697,-64,-46
64014736,-64,-46
64015781,-64,-46
64016758,-64,-46
64017760,-31,-46
64018805,-31,-46
64019772,-31,-46
64020789,-31,-46
64021820,-31,-46
64022845,-31,-46
64023794,-31,-46
64024773,-31,-46
64025784,-31,-47
64026786,-31,-47
64027798,-15,-47
64028800,-15,-47
64029817,-15,-47
64030815,-15,-47
64031804,-15,-47
64032839,-15,-47
64033839,-15,-47
64034878,-15,-47
64035886,-15,-47
64036856,-15,-47
64037855,-68,-47
64038907,-68,-47
64039866,-68,-47
64040880,-68,-47
64041892,-68,-47
64042889,-68,-47
64043874,-68,-47
64044875,-68,-47
64045876,-68,-47
64046882,-68,-47
64047891,-34,-47
64048924,-34,-47
64049885,-34,-47
64050990,-34,-47
64051979,-34,-47
64052979,-34,-47
64053978,-34,-47
64055035,-34,-47
64056035,-34,-47
64057004,-34,-47
64058004,-33,-47
64059049,-33,-47
64060010,-33,-47
64061014,-33,-47
64062025,-33,-47
64063036,-33,-47
64064020,-33,-47
64065020,-33,-47
64066028,-33,-47
64067043,-33,-47
64068072,-16,-49
64069086,-16,-49
64070121,-16,-49
64071094,-16,-49
64072091,-16,-49
64073093,-16,-49
64074100,-16,-49
64075139,-16,-49
64076128,-16,-49
64077118,-16,-49
64078115,-68,-49
64079176,-68,-49
64080138,-68,-49
64081158,-68,-49
64082163,-68,-49
64083198,-68,-49
64084161,-68,-49
64085169,-68,-49
64086173,-69,-49
64087173,-69,-49
64088206,-13,-49
64089193,-13,-49
64090178,-13,-49
64091191,-13,-49
64092198,-13,-49
64093198,-13,-49
64094197,-13,-49
64095218,-13,-49
64096238,-13,-49
64097205,-13,-49
64098201,-29,-49
64099244,-29,-49
64100205,-29,-49
64101230,-29,-49
64102229,-29,-49
64103237,-29,-49
64104223,-29,-49
64105223,-29,-49
64106228,-29,-49
64107239,-29,-49
64108274,-31,-49
64109274,-31,-49
64110240,-31,-49
64111250,-31,-49
64112252,-31,-49
64113249,-31,-49
64114250,-31,-49
64115273,-31,-49
64116275,-31,-50
64117268,-31,-50
64118271,-68,-50
64119314,-68,-50
64120289,-68,-50
64121321,-68,-50
64122289,-68,-50
64123329,-68,-50
64124293,-68,-50
64125328,-68,-50
64126333,-68,-50
64127345,-68,-50
64128376,-33,-50
64129366,-33,-50
64130356,-33,-50
64131368,-33,-50
64132367,-33,-50
64133370,-33,-50
64134373,-33,-50
64135378,-33,-50
64136416,-33,-50
64137380,-33,-50
64138379,-14,-50
64139426,-14,-50
64140386,-14,-50
64141432,-14,-50
64142414,-14,-50
64143396,-14,-50
64144394,-14,-50
64145401,-14,-50
64146398,-14,-50
64147404,-14,-50
64148453,-51,-50
64149421,-51,-50
64150425,-51,-50
64151433,-51,-50
64152431,-51,-50
64153436,-51,-50
64154449,-51,-50
64155463,-51,-50
64156510,-51,-50
64157464,-51,-50
64158463,-33,-50
64159507,-33,-50
64160471,-33,-50
64161518,-33,-50
64162494,-33,-50
64163489,-33,-50
64164486,-33,-50
64165491,-33,-50
64166499,-33,-50
64167493,-33,-50
64168540,-33,-46
64169546,-33,-46
64170509,-33,-46
64171554,-33,-46
64172551,-33,-46
64173558,-33,-46
64174579,-33,-46
64175562,-33,-46
64176588,-33,-46
64177568,-33,-46
64178573,-33,-46
64179618,-33,-46
64180580,-33,-46
64181626,-33,-46
64182620,-33,-46
64183591,-33,-46
64184587,-33,-46
64185594,-33,-46
64186604,-33,-46
64187601,-33,-46
64188619,-69,-46
64189632,-69,-46
64190623,-69,-46
64191627,-69,-46
64192620,-69,-46
64193629,-69,-46
64194664,-69,-46
64195644,-69,-46
64196688,-69,-46
64197649,-69,-46
64198651,-69,-46
64199695,-69,-46
64200657,-69,-46
64201700,-69,-46
64202680,-69,-46
64203668,-69,-46
64204664,-69,-46
64205668,-69,-46
64206679,-71,-47
64207676,-71,-47
64208681,-4,-47
64209721,-4,-47
64210684,-4,-47
64211698,-4,-47
64212697,-4,-47
64213701,-4,-47
64214737,-4,-47
64215727,-4,-47
64216721,-4,-47
64217768,-4,-47
64218771,-34,-47
64219819,-34,-47
64220783,-34,-47
64221827,-34,-47
64222843,-34,-47
64223847,-34,-47
64224854,-34,-47
64225869,-34,-47
64226870,-34,-47
64227885,-34,-47
64228888,-51,-47
64229931,-51,-47
64230898,-51,-47
64231903,-51,-47
64232906,-51,-47
64233915,-51,-47
64234961,-51,-47
64235950,-51,-47
64236936,-51,-48
64237934,-51,-48
64238933,-34,-48
64239979,-34,-48
64240937,-34,-48
64241976,-34,-48
64242987,-34,-48
64243955,-34,-48
64244956,-34,-48
64245961,-34,-48
64246967,-34,-48
64248003,-34,-48
64248997,-33,-48
64249982,-34,-48
64250988,-34,-48
64252018,-34,-48
64253020,-34,-48
64254020,-34,-48
64255122,-34,-48
64256131,-34,-48
64257074,-34,-48
64258083,-34,-48
64259159,-34,-48
64260201,-34,-48
64261185,-34,-48
64262174,-34,-48
64263223,-34,-48
64264211,-34,-48
64265217,-34,-48
64266222,-34,-48
64267218,-35,-48
64268265,-35,-48
64269289,-71,-57
64270247,-71,-57
64271249,-71,-57
64272257,-71,-57
64273254,-71,-57
64274253,-71,-57
64275280,-71,-57
64276287,-71,-57
64277273,-71,-57
64278277,-71,-57
64279283,-35,-57
64280329,-35,-57
64281326,-35,-57
64282305,-35,-57
64283492,-35,-57
64284446,-35,-57
64285457,-35,-57
64286457,-35,-57
64287480,-35,-57
64288529,-35,-57
64289511,-34,-57
64290501,-34,-57
64291581,-34,-57
64292584,-34,-57
64293584,-34,-57
64294613,-34,-57
64295738,-34,-57
64296772,-34,-57
64297719,-34,-58
64298729,-34,-58
64299731,-75,-58
64300775,-75,-58
64301782,-75,-58
64302773,-75,-58
64303751,-75,-58
64304751,-75,-58
64305761,-75,-58
64306765,-75,-58
64307773,-75,-58
64308795,-75,-58
64309844,-18,-58
64310797,-18,-58
64311857,-18,-58
64312868,-18,-58
64313864,-18,-58
64314906,-18,-58
64315893,-18,-59
64316876,-18,-59
64317884,-18,-59
64318884,-18,-59
64319887,-37,-59
64320932,-37,-59
64321920,-37,-59
64322955,-37,-59
64323905,-37,-59
64324910,-37,-59
64325918,-37,-59
64326920,-37,-59
64327939,-37,-59
64328958,-37,-59
64329972,-18,-59
64330966,-18,-59
64331962,-18,-59
64332968,-18,-59
64333968,-18,-59
64335013,-18,-59
64336032,-18,-59
64336975,-18,-59
64337979,-18,-59
64338983,-18,-59
64339987,-57,-59
64341135,-57,-59
64342100,-57,-59
64343124,-57,-59
64344101,-57,-59
64345104,-57,-59
64346120,-57,-59
64347115,-57,-59
64348157,-57,-59
64349217,-57,-59
64350284,-18,-59
64351288,-18,-59
64352288,-18,-59
64353297,-18,-59
64354342,-18,-59
64355361,-18,-59
64356391,-18,-59
64357349,-18,-59
64358406,-18,-59
64359408,-18,-59
64360410,-19,-59
64361499,-19,-59
64362474,-19,-59
64363595,-19,-59
64364597,-19,-59
64365607,-19,-59
64366615,-19,-59
64367609,-19,-59
64368623,-19,-59
64369634,-19,-59
64370620,-77,-50
64371627,-77,-50
64372631,-77,-50
64373639,-77,-50
64374673,-77,-50
64375649,-77,-50
64376705,-77,-50
64377647,-77,-50
64378653,-77,-50
64379654,-77,-50
64380656,-40,-50
64381754,-40,-50
64382680,-40,-50
64383673,-40,-50
64384677,-40,-50
64385687,-40,-50
64386691,-40,-50
64387696,-40,-50
64388710,-40,-50
64389761,-40,-50
64390720,-40,-50
64391719,-37,-50
64392721,-37,-50
64393725,-37,-50
64394758,-37,-50
64395817,-37,-50
64396836,-37,-50
64397813,-37,-50
64398815,-37,-50
64399820,-37,-50
64400836,-37,-50
64401909,-38,-50
64402881,-38,-50
64403843,-38,-50
64404841,-38,-50
64405901,-38,-50
64406902,-38,-50
64407923,-38,-50
64408903,-38,-50
64409922,-38,-50
64410912,-38,-50
64411912,-37,-50
64412916,-37,-50
64413924,-37,-50
64414960,-37,-50
64416098,-37,-50
64417050,-37,-50
64418049,-37,-50
64419055,-37,-50
64420171,-37,-50
64421190,-37,-50
64422225,-35,-50
64423200,-35,-50
64424202,-35,-50
64425202,-35,-50
64426210,-35,-50
64427212,-35,-50
64428386,-35,-50
64429391,-35,-50
64430347,-35,-50
64431347,-35,-50
64432351,-17,-50
64433358,-17,-50
64434367,-17,-50
64435383,-17,-50
64436402,-17,-50
64437385,-17,-50
64438385,-17,-50
64439393,-17,-50
64440394,-17,-50
64441433,-17,-50
64442492,-37,-50
64443404,-37,-50
64444417,-37,-50
64445415,-37,-50
64446425,-37,-50
64447429,-37,-50
64448661,-37,-50
64449627,-37,-50
64450625,-37,-50
64451680,-37,-50
64452746,-17,-50
64453750,-17,-50
64454799,-17,-50
64455820,-17,-50
64456825,-17,-50
64457828,-17,-50
64458831,-17,-50
64459837,-17,-50
64460905,-17,-50
64461928,-17,-50
64462965,-39,-50
64463912,-39,-50
64464921,-39,-50
64465925,-39,-50
64466922,-39,-50
64467967,-39,-50
64468937,-39,-50
64469991,-39,-50
64471112,-39,-50
64472109,-39,-50
64473115,-40,-50
64474120,-40,-50
64475168,-40,-50
64476151,-40,-50
64477131,-40,-50
64478137,-40,-50
64479138,-40,-50
64480139,-40,-50
64481252,-40,-50
64482234,-40,-50
64483322,-60,-50
64484237,-60,-50
64485244,-60,-50
64486246,-60,-50
64487246,-60,-50
64488299,-60,-50
64489290,-60,-50
64490282,-60,-50
64491281,-60,-50
64492279,-60,-50
64493284,-21,-50
64494292,-21,-50
64495318,-21,-50
64496339,-21,-50
64497306,-21,-50
64498317,-21,-50
64499312,-21,-51
64500319,-21,-51
64501365,-21,-51
64502351,-21,-51
64503380,-21,-51
64504352,-21,-51
64505365,-21,-51
64506362,-21,-51
64507363,-21,-51
64508444,-21,-51
64509448,-21,-51
64510394,-21,-51
64511402,-21,-51
64512407,-21,-51
64513424,-21,-51
64514427,-29,-51
64515451,-29,-51
64516458,-29,-51
64517494,-29,-51
64518497,-29,-51
64519505,-29,-51
64520509,-29,-51
64521552,-29,-51
64522565,-29,-51
64523560,-29,-51
64524528,-29,-51
64525544,-29,-51
64526533,-29,-51
64527538,-29,-51
64528569,-29,-51
64529564,-29,-51
64530548,-29,-51
64531549,-29,-51
64532550,-29,-51
64533554,-29,-51
64534584,-21,-51
64535660,-21,-51
64536694,-21,-51
64537647,-21,-51
64538656,-21,-51
64539660,-21,-51
64540674,-21,-51
64541715,-21,-51
64542703,-21,-51
64543732,-21,-51
64544803,-21,-51
64545821,-38,-51
64546814,-38,-51
64547821,-38,-51
64548869,-38,-51
64549833,-38,-51
64550840,-38,-51
64551841,-38,-51
64552850,-38,-51
64553854,-38,-51
64554892,-38,-51
64555924,-38,-51
64556865,-38,-51
64557883,-38,-51
64558887,-38,-51
64559892,-38,-51
64560899,-38,-51
64561927,-38,-51
64562923,-38,-51
64563952,-38,-51
64564915,-38,-51
64565927,-33,-51
64566925,-33,-51
64568009,-33,-51
64568988,-33,-51
64570043,-33,-51
64570988,-33,-51
64571992,-33,-51
64572998,-33,-51
64574001,-33,-51
64575045,-33,-51
64576040,-24,-49
64577009,-24,-49
64578041,-24,-49
64579041,-24,-49
64580048,-24,-49
64581051,-24,-49
64582185,-24,-49
64583157,-24,-49
64584204,-24,-49
64585167,-24,-49
64586321,-24,-49
64587319,-24,-49
64588369,-24,-49
64589369,-24,-49
64590402,-24,-49
64591424,-24,-49
64592428,-24,-49
64593438,-24,-49
64594437,-24,-49
64595450,-24,-49
64596467,-63,-49
64597450,-63,-49
64598456,-63,-49
64599463,-63,-49
64600575,-63,-49
64601617,-63,-49
64602641,-63,-49
64603594,-63,-49
64604641,-63,-49
64605611,-63,-49
64606613,-24,-49
64607609,-24,-49
64608629,-24,-49
64609640,-24,-49
64610634,-24,-49
64611710,-24,-49
64612711,-24,-49
64613719,-24,-49
64614766,-24,-49
64615762,-24,-49
64616806,-23,-49
64617750,-23,-49
64618757,-23,-49
64619758,-23,-49
64620768,-23,-49
64621801,-23,-49
64622790,-23,-49
64623773,-23,-49
64624814,-23,-49
64625791,-23,-49
64626803,-22,-49
64627808,-22,-49
64628805,-22,-49
64629857,-22,-49
64630821,-22,-49
64631819,-22,-49
64632825,-22,-48
64633828,-22,-48
64634878,-22,-48
64635855,-22,-48
64636848,-43,-48
64637848,-43,-48
64638850,-43,-48
64639849,-43,-48
64640863,-43,-48
64641896,-43,-48
64642920,-43,-48
64643948,-43,-48
64644994,-43,-48
64645966,-43,-48
64646959,-23,-48
64647993,-23,-48
64648997,-23,-48
64649970,-23,-48
64650978,-23,-48
64651991,-23,-48
64652996,-23,-48
64654001,-23,-48
64655059,-23,-48
64656218,-23,-48
64657177,-23,-48
64658168,-23,-48
64659174,-23,-48
64660178,-23,-48
64661203,-23,-48
64662193,-23,-48
64663213,-23,-48
64664201,-23,-48
64665274,-23,-48
64666226,-23,-48
64667234,-85,-51
64668277,-85,-51
64669292,-85,-51
64670241,-85,-51
64671248,-85,-51
64672245,-85,-51
64673252,-85,-51
64674255,-85,-51
64675295,-85,-51
64676393,-85,-51
64677385,-24,-51
64678381,-24,-51
64679384,-24,-51
64680401,-24,-51
64681443,-24,-51
64682443,-24,-51
64683400,-24,-51
64684504,-24,-51
64685563,-24,-51
64686525,-24,-51
64687537,-44,-51
64688568,-44,-51
64689580,-44,-51
64690565,-44,-51
64691575,-44,-51
64692573,-44,-51
64693579,-44,-51
64694597,-44,-51
64695590,-44,-51
64696644,-44,-51
64697680,-44,-51
64698679,-22,-51
64699683,-22,-51
64700688,-22,-51
64701745,-22,-51
64702709,-22,-51
64703697,-22,-51
64704702,-22,-51
64705746,-22,-51
64706710,-22,-51
64707714,-22,-51
64708718,-42,-51
64709765,-42,-51
64710802,-42,-51
64711810,-42,-51
64712800,-42,-51
64713803,-42,-51
64714895,-42,-51
64715874,-42,-51
64716858,-42,-51
64717866,-42,-51
64718865,-21,-51
64719866,-21,-51
64720867,-21,-51
64721908,-21,-51
64723041,-21,-51
64723988,-21,-51
64725002,-21,-51
64726036,-21,-51
64727008,-21,-51
64728018,-21,-51
64729053,-20,-51
64730240,-20,-51
64731270,-20,-51
64732261,-20,-51
64733258,-20,-51
64734262,-20,-51
64735319,-20,-51
64736267,-20,-51
64737273,-20,-51
64738280,-20,-51
64739275,-38,-51
64740280,-38,-51
64741304,-38,-51
64742296,-38,-51
64743342,-38,-51
64744447,-38,-51
64745449,-38,-51
64746496,-38,-51
64747458,-38,-51
64748517,-38,-51
64749476,-37,-51
64750487,-37,-51
64751491,-37,-51
64752490,-37,-51
64753489,-37,-51
64754498,-37,-51
64755496,-37,-51
64756627,-37,-51
64757575,-37,-51
64758583,-37,-51
64759580,-19,-51
64760590,-19,-51
64761641,-19,-51
64762651,-19,-51
64763655,-19,-51
64764644,-19,-51
64765643,-19,-51
64766681,-19,-51
64767643,-19,-51
64768664,-19,-51
64769705,-41,-41
64770660,-41,-41
64771663,-41,-41
64772676,-41,-41
64773677,-41,-41
64774720,-41,-41
64775742,-41,-41
64776729,-41,-41
64777758,-41,-41
64778767,-41,-41
64779768,-43,-41
64780778,-43,-41
64781816,-43,-41
64782835,-43,-41
64783785,-43,-41
64784876,-43,-41
64785883,-43,-41
64786915,-43,-41
64787906,-43,-41
64789006,-43,-41
64790017,-43,-41
64791006,-43,-41
64792013,-43,-41
64793024,-43,-41
64794025,-43,-41
64795111,-43,-41
64796121,-43,-41
64797085,-43,-41
64798080,-43,-41
64799089,-43,-41
64800091,-5,-41
64801096,-5,-41
64802107,-5,-41
64803126,-5,-41
64804115,-5,-41
64805119,-5,-41
64806120,-5,-41
64807160,-5,-41
64808172,-5,-41
64809218,-5,-41
64810263,-43,-41
64811214,-43,-41
64812222,-43,-41
64813298,-43,-41
64814296,-43,-41
64815316,-43,-41
64816324,-43,-41
64817344,-43,-41
64818347,-43,-41
64819353,-43,-41
64820364,-23,-41
64821447,-23,-41
64822457,-23,-41
64823412,-23,-41
64824463,-23,-41
64825458,-23,-41
64826465,-23,-41
64827508,-23,-41
64828518,-23,-41
64829498,-23,-41
64830488,-21,-41
64831483,-21,-41
64832487,-21,-41
64833492,-21,-41
64834502,-21,-41
64835509,-21,-41
64836557,-21,-41
64837508,-21,-41
64838511,-21,-41
64839513,-21,-41
64840516,-21,-41
64841626,-21,-41
64842617,-21,-41
64843598,-21,-41
64844610,-21,-41
64845609,-20,-40
64846609,-20,-40
64847645,-20,-40
64848661,-20,-40
64849710,-20,-40
64850721,-80,-40
64851725,-80,-40
64852733,-80,-40
64853766,-80,-40
64854813,-80,-40
64855831,-80,-40
64856781,-80,-40
64857788,-80,-40
64858785,-80,-40
64859940,-80,-40
64860949,-22,-40
64861968,-22,-40
64862973,-22,-40
64863958,-22,-40
64864967,-22,-40
64865973,-22,-40
64866969,-22,-40
64868059,-22,-40
64868982,-22,-40
64870039,-22,-40
64871086,-22,-40
64872086,-20,-40
64873091,-20,-40
64874103,-20,-40
64875158,-20,-40
64876151,-20,-40
64877137,-20,-40
64878143,-20,-40
64879141,-20,-40
64880143,-20,-40
64881162,-20,-40
64882299,-43,-41
64883351,-43,-41
64884310,-43,-41
64885307,-43,-41
64886317,-43,-41
64887323,-43,-41
64888418,-43,-41
64889355,-43,-41
64890339,-43,-41
64891353,-43,-41
64892342,-43,-41
64893347,-38,-41
64894356,-38,-41
64895374,-38,-41
64896411,-38,-41
64897368,-38,-41
64898368,-38,-41
64899369,-38,-41
64900372,-38,-41
64901422,-38,-41
64902396,-38,-41
64903380,-21,-41
64904383,-21,-41
64905391,-21,-41
64906473,-21,-41
64907479,-21,-41
64908567,-21,-41
64909540,-21,-41
64910493,-21,-41
64911497,-21,-41
64912498,-21,-41
64913499,0,-41
64914516,0,-41
64915519,0,-41
64916528,0,-41
64917518,0,-41
64918524,0,-41
64919524,0,-41
64920531,0,-41
64921578,0,-41
64922589,0,-41
64923537,0,-41
64924594,0,-41
64925608,0,-41
64926606,0,-41
64927600,0,-41
64928665,0,-41
64929628,0,-41
64930614,0,-41
64931622,0,-41
64932621,0,-41
64933626,-19,-41
64934656,-19,-41
64935642,-19,-41
64936693,-19,-41
64937673,-19,-41
64938708,-19,-41
64939710,-19,-41
64940715,-19,-41
64941771,-19,-41
64942893,-19,-41
64943879,-20,-41
64944883,-20,-41
64945896,-20,-41
64946932,-20,-41
64947955,-20,-41
64949033,-20,-41
64949947,-20,-41
64951055,-20,-41
64952065,-20,-41
64953066,-20,-41
64954081,-41,-41
64955123,-41,-41
64956140,-41,-41
64957152,-41,-41
64958148,-41,-41
64959151,-41,-41
64960159,-41,-41
64961180,-41,-41
64962181,-41,-41
64963190,-41,-41
64964265,-41,-41
64965266,-22,-41
64966279,-22,-41
64967273,-22,-41
64968318,-22,-41
64969366,-22,-41
64970278,-22,-41
64971384,-22,-41
64972391,-22,-41
64973388,-22,-41
64974400,-22,-41
64975510,-64,-52
64976529,-64,-52
64977508,-64,-52
64978509,-64,-52
64979517,-64,-52
64980526,-64,-52
64981571,-64,-52
64982586,-64,-52
64983534,-64,-52
64984543,-64,-52
64985545,-25,-52
64986551,-25,-52
64987554,-25,-52
64988590,-25,-52
64989630,-25,-52
64990597,-25,-52
64991585,-25,-52
64992598,-25,-52
64993596,-25,-52
64994620,-25,-52
64995614,-25,-52
64996676,-25,-52
64997606,-25,-52
64998607,-25,-52
64999615,-25,-52
65000621,-25,-52
65001672,-25,-52
65002652,-25,-52
65003668,-25,-52
65004671,-25,-52
65005675,-45,-52
65006684,-45,-52
65007685,-45,-52
65008698,-45,-52
65009789,-45,-52
65010826,-45,-52
65011830,-45,-52
65012840,-45,-52
65013845,-45,-52
65014886,-45,-52
65016037,-24,-52
65017029,-24,-52
65018023,-24,-52
65019030,-24,-52
65020033,-24,-52
65021034,-24,-52
65022047,-24,-52
65023095,-24,-52
65024057,-24,-52
65025055,-24,-52
65026064,-24,-52
65027078,-24,-52
65028110,-24,-52
65029128,-24,-52
65030165,-24,-52
65031123,-24,-52
65032122,-24,-52
65033127,-24,-52
65034129,-24,-52
65035183,-24,-52
65036415,-22,-52
65037370,-22,-52
65038365,-22,-52
65039366,-22,-52
65040388,-22,-52
65041431,-22,-52
65042444,-22,-52
65043431,-22,-52
65044462,-22,-52
65045458,-22,-52
65046463,-41,-52
65047467,-41,-52
65048567,-41,-52
65049526,-41,-52
65050577,-41,-52
65051569,-41,-52
65052576,-41,-52
65053589,-41,-52
65054605,-41,-52
65055601,-41,-52
65056652,-1,-52
65057702,-1,-52
65058698,-1,-52
65059703,-1,-52
65060709,-1,-52
65061759,-1,-52
65062736,-1,-52
65063731,-1,-52
65064730,-1,-52
65065741,-1,-52
65066746,-21,-51
65067755,-21,-51
65068851,-21,-51
65069908,-21,-51
65070911,-21,-51
65071862,-21,-51
65072918,-21,-51
65073930,-21,-51
65074967,-21,-51
65075933,-21,-51
65076976,-59,-51
65077984,-59,-51
65078987,-59,-51
65079991,-59,-51
65080992,-59,-51
65082008,-59,-51
65083050,-59,-51
65084020,-59,-51
65085009,-59,-51
65086012,-59,-51
65087049,-59,-51
65088096,-38,-51
65089074,-37,-51
65090076,-37,-51
65091127,-37,-51
65092077,-37,-51
65093077,-37,-51
65094097,-37,-51
65095128,-37,-51
65096142,-37,-51
65097096,-37,-51
65098112,-23,-51
65099111,-23,-51
65100116,-23,-51
65101304,-23,-51
65102285,-23,-51
65103296,-23,-51
65104368,-23,-51
65105430,-23,-51
65106434,-23,-51
65107438,-23,-51
65108490,-41,-51
65109500,-41,-51
65110451,-41,-51
65111505,-41,-51
65112460,-41,-51
65113466,-41,-51
65114478,-41,-51
65115482,-41,-51
65116498,-41,-51
65117552,-41,-51
65118563,-42,-51
65119569,-42,-51
65120575,-42,-51
65121621,-42,-51
65122638,-42,-51
65123598,-42,-51
65124601,-42,-51
65125602,-42,-51
65126611,-42,-51
65127618,-42,-51
65128651,-21,-51
65129646,-21,-51
65130634,-21,-51
65131684,-21,-51
65132636,-21,-51
65133700,-21,-51
65134745,-21,-51
65135811,-21,-51
65136766,-21,-51
65137765,-21,-51
65138774,-20,-51
65139774,-20,-51
65140783,-20,-51
65141832,-20,-51
65142812,-20,-51
65143805,-20,-51
65144808,-20,-51
65145818,-20,-51
65146822,-20,-51
65147827,-20,-51
65148886,-20,-51
65149838,-20,-51
65150898,-20,-51
65151947,-20,-51
65152908,-20,-51
65153918,-20,-51
65154965,-20,-51
65155974,-20,-51
65156925,-20,-51
65157936,-20,-51
65158932,-20,-51
65159937,-20,-51
65160936,-20,-51
65161961,-20,-51
65162964,-20,-51
65163954,-20,-51
65164958,-20,-51
65166017,-20,-51
65167017,-20,-51
65168057,-20,-51
65169035,-37,-41
65170092,-37,-41
65171051,-37,-41
65172100,-37,-41
65173055,-37,-41
65174272,-37,-41
65175324,-37,-41
65176277,-37,-41
65177280,-37,-41
65178289,-37,-41
65179298,-19,-41
65180300,-19,-41
65181331,-19,-41
65182304,-19,-41
65183368,-19,-41
65184312,-19,-41
65185321,-19,-41
65186319,-19,-41
65187325,-19,-41
65188368,-19,-41
65189347,-60,-41
65190335,-60,-41
65191336,-60,-41
65192393,-60,-41
65193353,-60,-41
65194353,-60,-41
65195368,-60,-41
65196412,-60,-41
65197386,-60,-41
65198535,-60,-41
65199539,-41,-41
65200541,-41,-41
65201587,-41,-41
65202723,-41,-41
65203722,-41,-41
65204721,-41,-41
65205737,-41,-41
65206738,-41,-41
65207734,-41,-41
65208741,-41,-41
65209797,-21,-41
65210914,-21,-40
65211921,-21,-40
65212979,-21,-40
65213932,-21,-40
65214980,-21,-40
65215964,-21,-40
65216965,-21,-40
65217969,-21,-40
65218974,-21,-40
65219979,-59,-40
65220978,-59,-40
65222001,-59,-40
65223039,-59,-40
65223996,-59,-40
65224996,-59,-40
65226001,-59,-40
65226998,-59,-40
65228038,-59,-40
65229010,-59,-40
65230034,-20,-40
65231085,-20,-40
65232086,-20,-40
65233142,-20,-40
65234096,-20,-40
65235181,-20,-40
65236203,-20,-40
65237150,-20,-40
65238158,-20,-40
65239159,-20,-40
65240163,-19,-40
65241169,-19,-40
65242167,-19,-40
65243239,-19,-40
65244221,-19,-40
65245223,-19,-40
65246233,-19,-40
65247231,-19,-40
65248275,-19,-40
65249293,-19,-40
65250294,2,-40
65251295,2,-40
65252297,2,-40
65253357,2,-40
65254311,2,-40
65255338,2,-40
65256375,2,-40
65257334,2,-40
65258339,2,-40
65259339,2,-40
65260347,-37,-40
